post_id,prefix,label,target
1178513294426021888_twitter,imagine thinking that fat dyke in,offensive,Homosexual
1124267001415778304_twitter,to those who cant hold their shit and spoiled,offensive,Disability
1179105427063214082_twitter,<user> bro you told when you around thick white,offensive,Women
4326272_gab,joy ann reid is a bloviating niggress brood sow,offensive,African
1179072047479234562_twitter,i wish you all dudes stop asking me to come over that,offensive,Homosexual
24605910_gab,pakistanis started raping young white girls in the <number> young white lads bashed the pakis for,offensive,Women
1178993742432223232_twitter,what do i do about a old lady calling rap nigger music not in my face like behind closed doors the purses she,offensive,African
26337318_gab,being different is a crime according to the left and i would assume there muzzie,offensive,Disability
1178998486676774912_twitter,<user> reported and blocked,offensive,Caucasian
1177785682024161280_twitter,<user> i do not understand what bad about saying that kids with towels around their heads like turbans look like,offensive,Islam
1123623058307264512_twitter,bitches complain about being broke but continue to spend money,offensive,Women
1117676869027975169_twitter,non aussies calling blacks coons isnt cricket,offensive,Disability
1179066751386095616_twitter,that white devil that killed the black,offensive,Caucasian
22679682_gab,whites should all transfer to other schools,offensive,African
24832446_gab,says the mamzer spic midget with the,offensive,Hispanic
22932902_gab,when the lewdposter you follow,offensive,African
18930521_gab,figure skating ladies and,offensive,Homosexual
4160017_gab,david a clarke jr ‏ <user> 1 5 h15 hours ago i am tired of this,offensive,African
1142555320276987905_twitter,breaking you all necks to,offensive,Women
1179099988644769797_twitter,had a grown freak bitch we,offensive,Women
1179100863664545792_twitter,<user> and you are proving your ignorance more and more like i said i am done,offensive,Caucasian
1179097350519828480_twitter,do not ever buy,offensive,Caucasian
1179095127719063553_twitter,<user> saying as a southerner who knows if this were not a bizzaro world <percent> of trump redneck,offensive,Caucasian
1178176559212978176_twitter,these white people must be self aware they,offensive,Disability
1179098711705698304_twitter,<user> as long as the party is controlled by,offensive,Caucasian
1122915768600072193_twitter,<user> they just some,offensive,Women
1160537199101841408_twitter,lol the same bitches who have,offensive,Women
1179038917590339584_twitter,nigga you ain t neva hit,offensive,Women
1179098360541827072_twitter,<user> <user> <user> omg <money> million holy cow and just because they thought illegal aliens might be able to,offensive,Refugee
1178975058422665217_twitter,suck my dick and,offensive,Homosexual
21364889_gab,dyke dyke dyke dyke faggot faggot faggot faggot nigger nigger nigger nigger whitey whitey whitey whitey wetback wetback wetback wetback sandnigger sandnigger,offensive,African
1179097432799563776_twitter,tfw you realize woman were made to wear skirts because,offensive,Women
14860393_gab,a paki mayor a chief rabbi it may sound like the start of a joke,offensive,None
1091312380032630789_twitter,worship the almighty foot,offensive,Homosexual
1179092556790956034_twitter,<user> the redneck belt and,offensive,Caucasian
1178024109655171073_twitter,<user> you only dislike him cuz he ain t musty,offensive,Caucasian
3Z8UJEJOCZEG603II1EL4BE4QZH93Z_nf_6,<user> any white girls that get raped can show solidarity with their attacker as its not his,offensive,Women
1178757037569785856_twitter,prolly heard i was broke from a broke nigga,offensive,Women
1179095098363019264_twitter,happy to see that the new twitter trend is roasting sapiosexuals bc my straight mormon roommate claimed that shit all the,offensive,Homosexual
1179053487134408706_twitter,<user> 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 they say we,offensive,Women
26739361_gab,from twitter i will allow a white person to call jr smith a nigger tonight it probably not,offensive,African
1098387084547686400_twitter,bitch get off my shit fag i,offensive,Homosexual
1087112787036434432_twitter,yall be thinking yall slick posting them damn,offensive,Women
1178879023528566784_twitter,bad white bitch wanna,offensive,Women
1177998915418742785_twitter,you guys chill u can make xenophobic comments all day as long as you are a member of the demographic you are talkin shit about that why,offensive,Homosexual
1177937968796844033_twitter,i moved in with john tushaus and family between kindergarten and first grade and he was down syndrome buttfucking retarded criminally,offensive,Homosexual
1179103603581243393_twitter,birds of prey listening to margot robbie talk like a retarded white girl who thinks,offensive,Caucasian
1178881144420323328_twitter,jus fucked this white bitch cuz fuck slavery and all,offensive,Women
1178959002375507968_twitter,<user> it is racist democrats that want our country overrun by illegal aliens they,offensive,None
1179093240433250307_twitter,i wonder do she kno,offensive,Women
1177956379073474560_twitter,sweet jesus here some real stupid shit norah o donnell scores interview with prince mohammed,offensive,Arab
1177955817003220992_twitter,<user> does the camel jockey prince,offensive,Arab
1178932825422274560_twitter,no one zoë and i you dumb fucking h0e i fucking hate you so,offensive,Women
12053814_gab,when you realise your sacrifice will be used,offensive,Homosexual
1178706531354894336_twitter,everyone from the united kingdom is a fucking retard every muslim from the united kingdom is a fucking retard every,offensive,Disability
1178122522237313025_twitter,<user> i hate you faggot add,offensive,Homosexual
1170025843013357568_twitter,how you know niggas ain t never live like that but you help,offensive,Women
1083224050648854528_twitter,you on the blade and you,offensive,Women
15640974_gab,if they are doing videos and or accepting donations she a mudshark more likely than not we live,offensive,Women
12594244_gab,some stupid nigger comedian was on tmz today my wife watches it everyday he,offensive,African
20337799_gab,shaved headed bitch creep the left could not have,offensive,Homosexual
1178837107458105345_twitter,why he can not get a,offensive,Women
1179102845817298944_twitter,daddy horny you know what that means get on your knees and be a,offensive,Women
1178353238342455296_twitter,u can b a nigga or a bitch a dyke is,offensive,Women
1179007767492870144_twitter,came in to the pharmacy playing stone temple pilots too loud and was asked why i,offensive,Women
17271780_gab,daca caca cucks part vii remember janet the dyke who,offensive,Homosexual
10023158_gab,what kind of retard would put mooslem women and honor in the same sentence and anyone can see where their head is at by using the,offensive,Islam
10035104_gab,he said he was going to build a wetback wall keep erupting sand niggers out that was ample reason to grudgingly accept the,offensive,Other
10038094_gab,i do i do i love,offensive,Other
10047451_gab,but todd the literally thousands of children who were raped to death and consumed,offensive,None
10052189_gab,counterpoint automatic servers only save money in non nig areas filled with people who,offensive,African
10057789_gab,justine mohammed trudeau running the streets wild in toronto,offensive,Islam
10076772_gab,it really rather brilliant they have been made to not only accept their ghetto prisons but celebrate them and the lives they,offensive,None
10076944_gab,chuck schumer b> you know my name comes from the word shomer,offensive,Women
10117299_gab,not gonna let someone like him talk shit to my dear theoriginals specially when the person is being this retarded since,offensive,None
10122399_gab,wapo spelled illegal wrong one of the undocumented immigrants who died in a stifling tractor trailer here saturday was a <number> year old who,offensive,None
10147319_gab,totalbiscuit mainly attacked sjws because they attacked him first in hysterical and extremely aggressive terms for looking into the quinnspiracy on his own and,offensive,Women
10149219_gab,see only what you want to see faggot that your choice,offensive,Homosexual
10152676_gab,bindis are like if god had a retarded,offensive,Hindu
10152846_gab,i think he missing a trick here the jews are the biggest threat to america short medium and long term there will not even,offensive,Jewish
10169975_gab,amen we need whites <number> make invent enuff stuff <number> keep us maybe others alive pro immigrant shitlib heads spin when u say so you are,offensive,Refugee
10172622_gab,those two were the first,offensive,None
10192109_gab,brown and black skin cultures seem disproportionately obsessed with white women because when it,offensive,Women
10220895_gab,what happening in venezuela is that jews are imposing talmudic wealth confiscation on non jews by force aka communism as mandated by,offensive,Jewish
10229810_gab,i am shocked a known muslim commits a deadly terror attack next,offensive,Islam
10300684_gab,you are a full fledged window,offensive,None
10313978_gab,kc missouri is the place to go on vacation one,offensive,African
10314072_gab,come on men you know you want to find and post hot,offensive,Women
10339935_gab,not long ago giving children dreadful made up trashy misspelled firstnames was strictly a black thing e g antwoine shaquonda monikwa ta queesha,offensive,Women
10344284_gab,apparently today that ghetto culture i for,offensive,None
10348060_gab,the us should only accept naturalized immigrants from europe british german french italian dutch swedish norwegian polish hungarian etc south,offensive,Refugee
10348741_gab,have a nice day,offensive,Caucasian
10498500_gab,there is a war on christianity discrimination against christians,offensive,Islam
10500671_gab,chicago sanctuary city hahaha a couple months in that war zone ought to,offensive,Refugee
10502870_gab,in case you had any doubts about sweden being raped and wiped off the face,offensive,None
10516102_gab,sexual harassment laws are largely bullshit and definitely need to be dramatically weakened anti discrimination laws should be challenged and exploited for the,offensive,None
10527108_gab,except for that private cake company who was forced to bake a gay cake for a gay wedding that when it ok for the government,offensive,Homosexual
10527563_gab,how about just a regular prosecutor who gets the,offensive,Women
10529949_gab,not interested in whatever retarded,offensive,None
10536021_gab,to normies the concept of genocide is essentially when the nazis tried to kill all the jews it hard for them to think of,offensive,Refugee
10545925_gab,how do you say,offensive,None
10550250_gab,op is another misdirection shill here to fuck with your head boycott this trash there is <number> reason to push unsecured links,offensive,Other
1055823679333023744_twitter,gosh osu has a,offensive,None
10562645_gab,so we absorb korean refugees after we annihilate nk,offensive,Asian
10568802_gab,i take it that the stasi over at wiltshire police in the uk who spend all day looking for people saying negative,offensive,Islam
10592982_gab,so if the ghetto clans and angry dumb fems so come over with there muslum terrorist buddies that are equally great appearetly for whatever,offensive,Islam
10594366_gab,but even if they did does not that just,offensive,Women
10600429_gab,the government needs to keep inspecting the places that towel heads worship cause they are bad,offensive,Arab
10605240_gab,it seems that none of you are talking about reality tv so i understand why your pushed out now your not a custuoer,offensive,African
10630224_gab,now ken just because your having sex with a barbie doll which is not healthy and,offensive,Men
10635233_gab,i am not a racist i just hate murderously retarded fascist ideologies stupid,offensive,Other
10636259_gab,unitetheright jews call white supremacist any taxpayer that wants to create,offensive,Jewish
10639368_gab,if women can do anything men can why,offensive,Women
10640581_gab,pfft they do not let the ghetto types on the campus it,offensive,African
10648794_gab,maga something has to be done about that scumbag special prosecutor mueller who is currently succeeding,offensive,Other
10657040_gab,do not lose sight of the fact that the violence does not happen if violent protestors do not show up if the alt right dudes were,offensive,African
10658326_gab,where is this shit coming from i grew up in the cleveland ghetto in the <number> and black people,offensive,African
10662647_gab,contrast that with immigration activists claiming that no immigrant is illegal the bastards really do want to replace us,offensive,Refugee
10665227_gab,idk about you but i think kimjongun is,offensive,Other
10669626_gab,who were the utter fuckwits that thought nazi salutes nazi symbolism and yelling gas,offensive,None
10675995_gab,but they jump all over themselves to call the peaceful protesters neo nazis and kk and white supremacists and,offensive,Caucasian
10678202_gab,yup voluntarily associating with such folks is the,offensive,Other
10681793_gab,how did this retard get a 6 k,offensive,Other
10682437_gab,<user> puppy no i was alone i am not a nazi white supremacist or any other type of person i am,offensive,None
10683184_gab,no you do not see anything whites are already screwed there is no easy way out of this you are trying to sow confusion in the ranks i,offensive,Jewish
10691275_gab,postmodernist marxists believe whites are dominant by evil means must be brought down so whole world can flourish alt right believe that jews,offensive,Jewish
10695473_gab,<user> who does this cocksucker think he is all of us including the homo know exactly who he,offensive,Homosexual
10705784_gab,seattle times front page says c ville car,offensive,None
10705820_gab,how to describe hypocrisy all the folks calling on trump to call out white nationalism,offensive,Other
10720104_gab,is it women or gays you have not understood d d d seriously behind,offensive,Women
10723000_gab,shut up goatfucker shitbag and answer the question who killed,offensive,African
10723581_gab,hard to believe discord is hopping on the impotent pr stunts train if you had actual nazis on your platform coordinating violence or etc,offensive,None
10731269_gab,and the nazi larping is moronic even national socialism is retarded socialists will never save the,offensive,None
1074018530381709318_twitter,niggas talk to <number> bitches find out you text somebody else amp,offensive,Women
10740463_gab,i could be christian and i d still be posting hot women,offensive,Women
1074402633664868352_twitter,nobody ever gives a fuck,offensive,None
10754706_gab,finally trump my man,offensive,Other
1075505872770617344_twitter,diesel is worse than a child 🤦,offensive,None
1075590925852794881_twitter,would you call ice to report an illegal alien,offensive,Refugee
1075599145698770950_twitter,<user> pretty bitches can,offensive,Women
1075855926962388993_twitter,you all think the rapline heard each others verses in tear and were,offensive,African
1075942935194099712_twitter,<number> of american women are overweight or obese —,offensive,Women
1076124511651708929_twitter,<user> the immigrants that wanted,offensive,Refugee
1076141284685942785_twitter,my homie asked if women like being treated like shit uh bruh,offensive,Women
1076163162150457345_twitter,<user> oh yes let spend money housing refugees while,offensive,Refugee
1076194128709349376_twitter,the court system here,offensive,None
1076207084931289093_twitter,<user> until your child gets,offensive,Refugee
1076286149310730240_twitter,dont believe these niggas they ’ ll talk bad about a,offensive,African
1076336613406457856_twitter,“ i need a kid thats gon,offensive,Other
1076601726961102849_twitter,<user> can not fight for shit lmao,offensive,Arab
1076718387361968128_twitter,<user> whitebreads have no taste says wholewheat 1 st gen,offensive,Refugee
1076763958453903360_twitter,the most disrespectful thing you can do,offensive,Women
1076835003802238976_twitter,<user> do you think islamophobians are,offensive,Other
10768418_gab,according to the entire establishment if you are white and you dare to object to your,offensive,Hispanic
1076950711089262592_twitter,you been a tattle tale your tayle is clear make like,offensive,Homosexual
1076969114462232576_twitter,<user> we need it illegal immigrants are going to make this country much,offensive,Refugee
1076989272291459072_twitter,i really need a tan because i,offensive,Caucasian
1077287262709108736_twitter,if you still support the small handed nazi nut bag,offensive,None
1077291887134879744_twitter,<user> this could be but one thing is very clear they,offensive,Refugee
1077774827681914881_twitter,<user> <user> never beleive a jihadi they garb as,offensive,Islam
1077853_gab,tbtc take back the country toxic masculinity patriarchy harm men noxious femaleness and public slut posturing empower women neither,offensive,Women
1077880500214288385_twitter,if i was a guy i would straight,offensive,Women
1078150006979350528_twitter,i ’ ll turn,offensive,Homosexual
1078177821728505856_twitter,give me your money bitch that,offensive,Women
1078304211748687872_twitter,<user> good they don ’ t deserve to get paid,offensive,Refugee
1078328752613003269_twitter,<user> you say yiddish speaking immigrants in the 1,offensive,Jewish
1078385110460887040_twitter,sucking your grandpas fat dick and choking on his,offensive,None
1078397992191705088_twitter,<user> <user> bend over and,offensive,Refugee
1078404896007864321_twitter,<user> that wall was built for,offensive,Refugee
1078460642523258882_twitter,<user> yeah and today <number>,offensive,Refugee
1078614497990983681_twitter,<user> so dickie durbin cares more for illegal aliens,offensive,Refugee
1078648690162786304_twitter,just your daily reminder <user> they are not undocumented,offensive,Refugee
1078682709948620800_twitter,women love tellin she ’ half amp half i ’,offensive,Women
1078868437902987265_twitter,<user> your the one left faggot,offensive,Homosexual
1078916030683070464_twitter,i am in the grassroots of the,offensive,None
1078950558181007361_twitter,which is not nearly as <number>,offensive,Homosexual
1079040454707036165_twitter,<user> <user> <number> murders in,offensive,None
1079040710979080194_twitter,<user> i ’ m sorry i don ’,offensive,African
1079066794948784128_twitter,putting mustard on macaroni is a thing,offensive,African
1079092016158593024_twitter,arsenal is a fucking small club with,offensive,None
1079178984200564736_twitter,<user> you did hear about the police officer getting killed,offensive,Refugee
1079206922442674176_twitter,<user> <user> the random “ face ass ” at the end do you know,offensive,Islam
1079397452887834624_twitter,<user> <user> not bad,offensive,None
10794716_gab,just trying to sync with your thinking and logic was mere clarification sorry if that in anyway offended intimidated or made you feel uncomfortable so,offensive,Refugee
1079488494463053824_twitter,who havin a party i,offensive,African
1079505699506479104_twitter,bitch thats it im gay n i,offensive,Homosexual
1079507754719559680_twitter,<user> where in new york was this taken white supremist,offensive,Caucasian
1079530773550526464_twitter,lil pump deadass used a racial slur towards asians in his lyrics,offensive,Asian
1079605192591433730_twitter,damn these hoes don ’ t appreciate,offensive,None
1079795475560218626_twitter,<user> <user> treat the immigrants as drug traffickers,offensive,Refugee
1079855403788369920_twitter,<user> these stats are so retarded kante aint,offensive,Other
1079906322626371584_twitter,<user> they qualify under the,offensive,None
1080000526685798400_twitter,<user> it ’ not even very clever,offensive,Other
1080113975239630848_twitter,who ’ washing the hoe,offensive,Women
1080140826175594496_twitter,<user> button it then 😂 😂 😂 😂 😂 your boy,offensive,None
10801417_gab,after white people are thoroughly minoritized in the us every white,offensive,Caucasian
1080283801589350402_twitter,<user> lol yo and my punk ass,offensive,Women
1080287219942735873_twitter,<user> ok u still get,offensive,None
1080357768173740032_twitter,diac detention center is correspond to the same place,offensive,Homosexual
1080448696486121472_twitter,<user> i am delighted peter sweden is as retarded as,offensive,None
1080578011047571473_twitter,<user> <user> how can a refugee cross any,offensive,Refugee
1080609959061016576_twitter,<user> btw try walking driving or even flying across a us military,offensive,Refugee
1080666007553880069_twitter,<user> you using big words,offensive,Other
1081088552648097792_twitter,<user> pelosi is in a boatload of trouble,offensive,None
1081260684380463106_twitter,i got a game theory,offensive,None
1081317974378729472_twitter,<user> those muzzies sure have,offensive,Islam
1081543170750582784_twitter,<user> so your a racist bitch,offensive,None
1081573659137830912_twitter,<user> best drama wanna defeat me bitches lovely bitches sorry,offensive,None
1081664120041205760_twitter,rt if you hate yourself,offensive,None
1081679540127174656_twitter,<user> there are no palestinian people because there is no palestine,offensive,Other
1081783714068287488_twitter,rapping is fucking retarded do not know,offensive,None
1081817495005290496_twitter,does twitter just randomly go “ and now no more,offensive,Women
1082014556765990916_twitter,we are living in a time where it harder to,offensive,Refugee
1082057438554218497_twitter,<user> “ alexa what is,offensive,Other
1082071149712818177_twitter,<user> let ’ see some of you,offensive,Refugee
1082125642131521536_twitter,might past that lil,offensive,Women
1082144856229756928_twitter,<user> hux is literally gay,offensive,Homosexual
1082296887150067712_twitter,<user> you are a traitor where,offensive,None
10827321_gab,the prevalence of feminism demonstrates that the future is now the ponderous pace of evolution argues that the future reflects the past and,offensive,Women
1082741788375465986_twitter,y ’ all logging onto grindr i am logging into,offensive,Homosexual
1082746191832600577_twitter,from time you see a ghetto yute in formal,offensive,African
1082786555402567680_twitter,i don ’ t degrade or call women out their name in real life i,offensive,Women
1082834219456516096_twitter,<user> rob my man i ’,offensive,None
1083038020671025152_twitter,<user> he looks evil,offensive,Other
1083089874855649281_twitter,where all my sexy ladies,offensive,Women
1083098441230831626_twitter,also non black women who call black women ratchet ghetto are usually,offensive,African
1083106282997989377_twitter,<user> <user> but is not,offensive,Refugee
1083113182632312832_twitter,<user> you mean services like having one less policeman in,offensive,Refugee
1083129641064427521_twitter,<user> oh i know they are i am not an idiot,offensive,Islam
1083216890955288576_twitter,<user> <user> says the cool chill guy online,offensive,Other
1083412626569379846_twitter,<user> <user> non jew telling jews there is no,offensive,Jewish
1083439373629063168_twitter,<user> finally something about americans and not illegal,offensive,Refugee
1083451029599993856_twitter,<user> <user> illegal immigrants,offensive,Refugee
1083771734472327168_twitter,<user> even my tsa co workers here like,offensive,Refugee
1083834779043356672_twitter,<user> <user> hahaha israel will be,offensive,Jewish
1083929922668818432_twitter,pray for ma boi theres nothing,offensive,Other
1084227944728408064_twitter,<user> <user> what you know you crisp selling prick house,offensive,Refugee
1084321272870420482_twitter,a beautiful girl leaving an empty stage is a fucking shame amp,offensive,Women
10844643_gab,reading the bible taking torah bible courses mandatory for any immigrant no matter what age then require they abandon islam i wish,offensive,Islam
1084494975084228610_twitter,withoutwomenmenwould men would actually be able to be functioning,offensive,Women
1084758654228881408_twitter,<user> most of us are descendants of legal immigrants this battle,offensive,Refugee
1084841869182488576_twitter,<user> <user> that only because illegal immigrants can be,offensive,Refugee
1085024874408624128_twitter,man i wish a corny ass rappers like ra the puppet,offensive,Homosexual
1085166638360518659_twitter,<user> how was uri i heard it was filled,offensive,Islam
10852165_gab,the implication is that muslims do not have the same moral agency,offensive,Islam
10852864_gab,these retards need adult supervision and psychiatric treatment see what happens when you pay the mentally retarded to form mobs but fear not cnn to,offensive,Other
1085616691348819968_twitter,<user> i say it all the time and is like,offensive,Homosexual
1086466931442503680_twitter,define yourself in one sentence me pagal,offensive,Islam
1086511235745701888_twitter,<user> tbh if it wasn ’ t for bigag and pornography,offensive,African
1086658262899011585_twitter,<user> she a radical,offensive,Islam
1086755897903329281_twitter,<user> t <user> oh no he stood there and,offensive,None
1086775430013583360_twitter,<user> <user> you ’ re,offensive,None
1086804965186830338_twitter,“ i don ’ t have to,offensive,Women
10869758_gab,please blacks could not even invent the wheel nor domesticate any,offensive,African
10870230_gab,i came home today to find my retarded son trying to put,offensive,None
1087045766231732226_twitter,you fake ass bitches want,offensive,None
1087133473318551555_twitter,<user> it ’ just,offensive,Other
1087180902524964865_twitter,<user> show me the black muslims bc im,offensive,Islam
1087239631165419520_twitter,<user> it a refugees fault for ↔ sucking up all the oxygen,offensive,Refugee
1087406191179911169_twitter,<user> as per your own,offensive,None
1087432275158093825_twitter,some of you girls and gays never played,offensive,Homosexual
1087495350280015872_twitter,niggas think i try to be mysterious,offensive,African
1087524365695139840_twitter,<user> <user> wrong that sanders is,offensive,None
1087668158146715649_twitter,<user> this girl is retarded lmao if you ’ re lucky,offensive,Women
10877140_gab,now we see that he did wrong should kept on treating them like arabs the real big slave tradors,offensive,Arab
1087720596195160069_twitter,the racists arabs in,offensive,Arab
1087735037200646145_twitter,<user> lol sheesh some of,offensive,African
1087903866312687616_twitter,<user> bitches get one upset stomach,offensive,Women
10880851_gab,i think i am going to start a petition to take down all mlk street signs cause i am not sure,offensive,African
10888663_gab,just remember they believe all whites are racists which,offensive,None
1088925463865511936_twitter,<user> is that why you invite uninoculated,offensive,Refugee
1088957016524111874_twitter,a bitch will talk shit in someone dm about me but never directly,offensive,Women
10891685_gab,if you can get dindus to force tim wise to live in the hood and then they really,offensive,African
1089190993361018881_twitter,<user> and ungrateful bitch still,offensive,Homosexual
1089417078908567552_twitter,<user> <user> are you,offensive,None
1089740628802584577_twitter,the next person that fucks me over,offensive,None
1089766334437707776_twitter,<user> so you are going to set free all of the,offensive,Refugee
1089929241196670976_twitter,<user> <user> from being killed,offensive,None
1089932353349140481_twitter,<user> forreal western countries are the only fucking,offensive,Refugee
1089986187266310145_twitter,this nail salon i ’ m at is ghetto af how,offensive,None
1090003446831476736_twitter,<user> disgusting evil mooslim,offensive,Islam
1090145948280459264_twitter,<user> <user> shut up retard im,offensive,Other
1090303687673688065_twitter,muslim girls can ’,offensive,Islam
10903516_gab,he hates violence so i am assuming that you must love violence yourself there eh were,offensive,None
1090520478647754752_twitter,according to <user> a man who masturbated in front of women is,offensive,Women
10905592_gab,very brave going full retard like,offensive,Other
1090690524141576193_twitter,<user> some people are,offensive,Other
1090741502320488448_twitter,i just know that gays with,offensive,Homosexual
1090802012520964096_twitter,infanticide maybe the democrat party is a greater danger to,offensive,Refugee
1091006799828930560_twitter,glassboro mcdonald ’ ghetto just like millville got,offensive,Other
10910342_gab,grew up in queens astoria was greek italian jackson height was waspy some hispanics forest hills was all wasp now all diversified hardly any whites,offensive,Asian
1091104565087203329_twitter,<user> away back to your,offensive,None
1091151952107364353_twitter,any dirty wife sluts want to have some,offensive,Women
1091316503058792448_twitter,<user> fuck y ’ all,offensive,Caucasian
10913856_gab,wow so no more paintings of police as murderous pigs by untalented,offensive,African
1091427048755732482_twitter,i have nothing against blacks asians hispanics mixed but if you include,offensive,Asian
1091439421331656705_twitter,<user> <user> they do not want to,offensive,Other
1091513903756980224_twitter,<user> im buying a pair in,offensive,Islam
1091578252760674305_twitter,crazy to be in a position where women get,offensive,Women
1091597986973413376_twitter,<user> bro change your twitter name back,offensive,Jewish
1091775057897115648_twitter,<user> dear <user> it seems that you are ok with,offensive,Women
1091778836965015553_twitter,why niggas be actin like the whole world against them when that,offensive,African
1091863937673580545_twitter,right ngl lads lets censor the shit,offensive,Other
1092206148453830656_twitter,<user> it really deserves praise like its just,offensive,Homosexual
1092366458980651008_twitter,<user> labor thinks that we care more about illegal immigrants on manus,offensive,Refugee
1092406126350647296_twitter,tomi lahren is the epitome of the white,offensive,Women
1092441251776024576_twitter,you white with pink nasty locs or w e,offensive,Women
10924423_gab,it seems that jeff flake cares more about low skilled immigrants than he does about low skilled,offensive,Refugee
10924439_gab,okay now get the islame ist muslimes out,offensive,Islam
1092521010665009152_twitter,why do white queers and,offensive,Homosexual
1092784543000682496_twitter,<user> i hope ice arrest,offensive,Refugee
10929190_gab,i was thinking they were so retarded,offensive,Other
1093057053755654144_twitter,i like my bitches brown skin amp dark skin can,offensive,Women
1093143978059464704_twitter,highlight of my day being shouted at by some randoms,offensive,Homosexual
10931699_gab,people should be able to recognize just how much we are at war when the criminally retarded are,offensive,Other
1093192149632454659_twitter,and i hate you “ it ’ a class in here ”,offensive,None
1093360743909654528_twitter,<user> no one spouts,offensive,Refugee
1093557016361123842_twitter,yall bitches wanna starting acting up when the ice nd,offensive,Women
1093632039864160257_twitter,<user> he ’ delusional trying to say,offensive,Jewish
1093694962833739776_twitter,<user> if she come,offensive,None
10937556_gab,what sucks about connecticut is that even with a bachelor degree i can not seem to find work and in this state they will,offensive,Refugee
1093837644629446657_twitter,my tip to immigrants coming to america seeking asylum,offensive,Refugee
1094042528024850433_twitter,<user> lying atheistic communist jews are,offensive,Jewish
1094279309043425281_twitter,that bitch be shootin,offensive,None
1094393196988252163_twitter,<user> <user> joy behar you,offensive,Jewish
1094586621524144128_twitter,<user> <user> because they were ignorant retards we,offensive,Jewish
1094597233109073925_twitter,<user> she has her head all the way fcked up bro,offensive,None
1094626865845846016_twitter,<user> <user> labour are the party,offensive,Jewish
1094696319321550851_twitter,<user> for millions of americans including many black,offensive,African
1094756935428161536_twitter,<user> can i argue with,offensive,Homosexual
1094793772515426304_twitter,<user> <user> she not an american she a muslim one can,offensive,Islam
1094842390177894400_twitter,every job in the world exists solely,offensive,Women
1094959_gab,wherein i rise to point out in this election liberal ideas are so good you must be forced to accept them with violence the,offensive,None
1095011898762936320_twitter,<user> your plan you ain t gonna solve anything stupid negro so,offensive,African
1095183246474862592_twitter,niggahs ain ’ t solid,offensive,African
1095440443729416193_twitter,u.s. “ patriotism ” is just genocidal and fascist apologism,offensive,None
1095647358040313856_twitter,<user> although the mujahideen do not have airplanes nuclear,offensive,Islam
1095829695776653312_twitter,<user> <user> mariah carey can,offensive,Women
1095835383265480704_twitter,<user> what if some nigga,offensive,Women
1095850930816208896_twitter,why do immigrants like ilhan omar and ted lieu come to america,offensive,Refugee
1095881960994463746_twitter,it is wat it is im gucci tho they,offensive,Women
1095912691535933441_twitter,these hoes really be talking bout another,offensive,Women
1096212094675046401_twitter,<user> god blessed me with,offensive,None
1096280816596860928_twitter,who do bitches in horror movies always have huge houses like,offensive,Women
1096324380366422016_twitter,<user> <user> the dregs of islamic state,offensive,Islam
1096513827875770369_twitter,ching chong bing bong i am chinese,offensive,Asian
1096568941873426432_twitter,<user> <user> in <number>,offensive,None
1096706351470915585_twitter,danai gurira the world does not revolve around the u.s.,offensive,Refugee
1096886249330229250_twitter,i know for a fact niggas like hoes idc how much y ’,offensive,Women
1096914925816070145_twitter,<user> fucking assholes it ’,offensive,Refugee
1096922815293472768_twitter,i will trust these bitches,offensive,None
1097013554857816064_twitter,<user> <user> wow i did not know retarded,offensive,None
1097026491919917056_twitter,locals are no less than jihadis who pelted stones on the injured,offensive,Islam
1097129296697675777_twitter,<user> all <number> “ undocumented,offensive,Refugee
1097362424498315264_twitter,<user> fuck you and,offensive,Asian
1097563331655798784_twitter,<user> <user> look at all these retards attacking a,offensive,None
1097650740938592258_twitter,<user> 😂 😂 retarded whew child you,offensive,None
1097915254724542465_twitter,<user> lmao bitch retarded tryna call us,offensive,None
1098065960253169664_twitter,our group chat name is “ down bitches ” when we,offensive,None
1098338845857382400_twitter,i have the most,offensive,None
1098457695672246273_twitter,<user> you stupid fat fucking white cracker bitch quit opening your,offensive,Caucasian
1098509091247411200_twitter,<user> <user> i ’ m blocked by ian he doesn ’,offensive,Jewish
1098643465569632256_twitter,<user> than you must support measures to decrease illegal,offensive,Refugee
1098829462005735424_twitter,<user> and thats retarded tbh he,offensive,Other
1099127429531090946_twitter,i fucking hate you,offensive,None
1099278390941700096_twitter,<user> we have no self respect shameless left labor is filling,offensive,Islam
1099288281106337792_twitter,<user> islamophobic you for real and how,offensive,Islam
1099366186100445184_twitter,<user> american citizens are also getting tired of news,offensive,Refugee
1099690376439332865_twitter,<user> hunt down all the police just,offensive,None
1099854268876627968_twitter,<user> ur noy missing anything trust us,offensive,Caucasian
1100084334843826176_twitter,<user> shit be goofy af lol that,offensive,African
1100483062150955009_twitter,<user> if you do not see the difference between,offensive,Refugee
1102926042912772096_twitter,<user> ya because a broke nigga,offensive,African
1103135070242594817_twitter,<user> stream trench i,offensive,None
1103459843585789952_twitter,<user> immigrants welcome criminal illegal aliens should be deported and maybe,offensive,Refugee
1103485105891434497_twitter,i forgot all about my steak in the damn sink 🤦,offensive,None
1103690106701996033_twitter,<user> pocahontas jumps in bed,offensive,Islam
