post_id,label,target,text,prefix,suffix
20619988_gab,hatespeech,African,because he a nigger,because he,a nigger
19472879_gab,hatespeech,Jewish,he communist and a faggot and kisses kike ass too,he communist and a faggot,and kisses kike ass too
25531946_gab,hatespeech,Jewish,included your original post typical kike moves the goal post,included your original post typical,kike moves the goal post
26372949_gab,hatespeech,African,fucking hung nigger has a nice coat,fucking hung nigger,has a nice coat
14947627_gab,hatespeech,Arab,these fucking sand nigger savages need to go back to their own countries and if they do not voluntarily the time will come to physically remove them i do not care if they are citizens or not they have no right to be here ﻿,these fucking sand nigger savages need to go back to their own countries and if they do not voluntarily the time will,come to physically remove them i do not care if they are citizens or not they have no right to be here ﻿
21596006_gab,hatespeech,African,yeah and nobody wants to see nigger tits either,yeah and nobody wants,to see nigger tits either
16652471_gab,hatespeech,Jewish,and kike who had employed hundreds of illegal immigrants at that wasn t trump supposed to maga guess pardoning jew scum like rubashkin is maga now lol,and kike who had employed hundreds of illegal immigrants at that wasn t,trump supposed to maga guess pardoning jew scum like rubashkin is maga now lol
23974948_gab,hatespeech,African,lol finally one nigglet out of millions learned how to use white people invention,lol finally one nigglet out of millions,learned how to use white people invention
17682825_gab,hatespeech,Homosexual,in god i trust christian soldier miracle american usa vet warrior viking my blood is red my skin is white my eyes are blue i am an american also no abominations no queers,in god i trust christian soldier miracle american usa vet warrior viking my blood is red,my skin is white my eyes are blue i am an american also no abominations no queers
10968468_gab,hatespeech,African,fuck those blue nigger heli whores their dorm burned down due to faulty wiring and they blame rick spencer,fuck those blue nigger heli whores their dorm burned,down due to faulty wiring and they blame rick spencer
18020273_gab,hatespeech,Islam,😂 😂 😂 i could just imagine at least i know not to cross you i will nickname you the muzrat killer 😂 😂 😂,😂 😂 😂 i could just imagine at least i know not,to cross you i will nickname you the muzrat killer 😂 😂 😂
1179028372413980674_twitter,hatespeech,Arab,getting ass raped by sandniggers,getting ass,raped by sandniggers
1178638236706578432_twitter,hatespeech,African,jasmine tweeted this man job and still got to tweet and i told drew brees i beg your nigger ass pardon and got disabled for <number> hours,jasmine tweeted this man job and still got to tweet and i told,drew brees i beg your nigger ass pardon and got disabled for <number> hours
8606091_gab,hatespeech,African,can i say nigger on gab ai,can i say,nigger on gab ai
13646100_gab,hatespeech,Jewish,normal people really what not a kike jews sucking faggot do you nazis have definition for that cause think i fall there you huge douchebag fucks,normal people really what not a kike jews sucking faggot do you nazis,have definition for that cause think i fall there you huge douchebag fucks
27287978_gab,hatespeech,African,a nigger bich will never have strait hair so keep wearing dat horsehair weave,a nigger bich will never have strait,hair so keep wearing dat horsehair weave
23427589_gab,hatespeech,African,socrates was a nigger,socrates was,a nigger
17524279_gab,hatespeech,African,i have no clue look what you wrote chimps have <percent> shared genome w humans but your too lazy to even google no one historically outside africa has nigger genome profile only now bc travel let the garbage spill out no niggers as <percent> had neander denisova et al genes only non niggers,i have no clue look what you wrote chimps have <percent> shared genome w humans but your too lazy to even google no one historically outside,africa has nigger genome profile only now bc travel let the garbage spill out no niggers as <percent> had neander denisova et al genes only non niggers
15165183_gab,hatespeech,Homosexual,you can not even speak proper english you fucking heeb faggot,you can not even speak,proper english you fucking heeb faggot
12832858_gab,hatespeech,Jewish,i hope <user> is hit by a train along with it dirty kike wife having a hope is protected legal speech lil nigga,i hope <user> is hit by a train along with it,dirty kike wife having a hope is protected legal speech lil nigga
7983706_gab,hatespeech,African,<number> i do not give a nigger shit about votes <number> free speech fuck your query <number> if you do not know what i said you probably do not need to worry about canaries,<number> i do not give a nigger shit about votes <number> free speech fuck your query <number>,if you do not know what i said you probably do not need to worry about canaries
13358006_gab,hatespeech,Jewish,deport his unfunny fat kike ass back to canadastan make america funny again,deport his unfunny fat kike ass,back to canadastan make america funny again
15455648_gab,hatespeech,African,dna tests can be defined whoever scientists decide they are because markers are just atp combos i e nothing like kike or irish written on them it all about some opinion of history also anyone can convert to phariseeism and <number> <number> of israel is russian for example could just be anti nig,dna tests can be defined whoever scientists decide they are because markers are just atp combos i e nothing like kike or irish written on them,it all about some opinion of history also anyone can convert to phariseeism and <number> <number> of israel is russian for example could just be anti nig
27253077_gab,hatespeech,African,fuck off trailer park nigbeat i do not associate with welfare niggers like you gtfoh nigger,fuck off trailer park nigbeat i do not,associate with welfare niggers like you gtfoh nigger
26728897_gab,hatespeech,African,omg look how cute kim kartrashian new niglet is ❤️ 😍 ❤️ its name is baby chi that nigger for chicago isnt it just totes adorbs 🐒,omg look how cute kim kartrashian new niglet is ❤️ 😍 ❤️ its,name is baby chi that nigger for chicago isnt it just totes adorbs 🐒
1178034657243418624_twitter,hatespeech,Homosexual,at st marys and they hookin me up fa free fuck all the faggots who try to put me down because they do not understand real pain and struggles nick orzel,at st marys and they hookin me up fa free fuck all the faggots who,try to put me down because they do not understand real pain and struggles nick orzel
1178676236949737473_twitter,hatespeech,Homosexual,<user> could not care less about the faggots,<user> could not care,less about the faggots
1178170242872283137_twitter,hatespeech,Homosexual,<number> years ago i do not believe the best of europeans anticipated the slave trade on the atlantic nor did they forsee the current pillaging of their hard work by the faggots now in some kind of power,<number> years ago i do not believe the best of europeans anticipated the slave trade on the atlantic nor,did they forsee the current pillaging of their hard work by the faggots now in some kind of power
17559974_gab,hatespeech,African,never vote for a nigger,never vote,for a nigger
25739189_gab,hatespeech,Islam,yes seen this before it shows how devious and really dishonest these fucking moslem shite are,yes seen this before it shows how devious,and really dishonest these fucking moslem shite are
1178771601824915456_twitter,hatespeech,Homosexual,all jokes to the front niggas be queer,all jokes to the,front niggas be queer
1178899973691232257_twitter,hatespeech,Caucasian,i gotta stop blaming myself for the shitty things that people do to me some people are just born and raised hot steaming piles of white trash,i gotta stop blaming myself for the shitty things that people do to,me some people are just born and raised hot steaming piles of white trash
1179004775293046784_twitter,hatespeech,Islam,<user> pakistanis are some real a holes they want their country to be an islamist jihadi country but expect other non muslim countries to be secular so there will be a hope of turning that other country into an islamist one by the way india is secular and beyond ur comprehension,<user> pakistanis are some real a holes they want their country to be an islamist jihadi country but expect other non muslim countries to be,secular so there will be a hope of turning that other country into an islamist one by the way india is secular and beyond ur comprehension
12613339_gab,hatespeech,Arab,larry says <date> at <time> hard to believe the people there actually voted for a worthless raghead to be their mayor well stupidity exists everywhere unfortunately,larry says <date> at <time> hard to believe the people there actually voted,for a worthless raghead to be their mayor well stupidity exists everywhere unfortunately
11875444_gab,hatespeech,Asian,👍 great thanks for info you know me i think i know everything so there was a chink in my bs now repaired lol <happy> 😎 🤡,👍 great thanks for info you know me i think i know everything,so there was a chink in my bs now repaired lol <happy> 😎 🤡
17397944_gab,hatespeech,Islam,millions of muzzie filth pouring in raping women most popular franchise dyke skank with dragon tattoo hunting nazi rapists,millions of muzzie filth pouring in raping women most,popular franchise dyke skank with dragon tattoo hunting nazi rapists
4285428_gab,hatespeech,Jewish,i bet kike molars cracked when they heard all the in jesus name we pray,i bet kike molars cracked when they,heard all the in jesus name we pray
13775072_gab,hatespeech,African,that bitch is probably a nigger lover with <number> half breed nigglets and <number> baby daddy,that bitch is probably a nigger lover with,<number> half breed nigglets and <number> baby daddy
1178904537928798208_twitter,hatespeech,Islam,<user> happy birthday to one of the greatest muzzrat slayer may mahadev bless you and may you keep kicking these muzzrats n com rats in debate sir 🙌 🙌 🙌 🚩 🚩 🚩 🚩 🚩 jai mahishmati ✊ ✊,<user> happy birthday to one of the greatest muzzrat slayer may mahadev bless you and may you keep kicking,these muzzrats n com rats in debate sir 🙌 🙌 🙌 🚩 🚩 🚩 🚩 🚩 jai mahishmati ✊ ✊
1179102642963918850_twitter,hatespeech,Homosexual,<user> i think fadel is a faggot if people wanna spin that out of context and get offended for themselves then that on them i am not responsible for how others react and feel about what i say i am only responsible for myself my vitriol is directed towards that dickweasel,<user> i think fadel is a faggot if people wanna spin that out of context and get offended for themselves then that on them i,am not responsible for how others react and feel about what i say i am only responsible for myself my vitriol is directed towards that dickweasel
27329074_gab,hatespeech,Arab,anyone following <user> on twitter i will be back in <number> days tell all your friends there i called someone a towelhead which is far worse than threatening to kill the president like so many celebrities do and i got banned for a week ug,anyone following <user> on twitter i will be back in <number> days tell all your friends there i called someone a towelhead,which is far worse than threatening to kill the president like so many celebrities do and i got banned for a week ug
3584277_gab,hatespeech,Islam,<user> when asked about the similarities between the moderate muzzies and the blacks colin flaherty said they are not similar they are the exact same thing lots of heads on the hydra,<user> when asked about the similarities between the moderate muzzies and the blacks colin flaherty said,they are not similar they are the exact same thing lots of heads on the hydra
14410484_gab,hatespeech,Islam,the french have shown in the past they are cowards willing to submit to fascist nazis rather than fight for their freedom the moslem takeover of france is little different german nazis have merely been replaced with moslem nazis islamofascism once a dhimmi always a dhimmi,the french have shown in the past they are cowards willing to submit to fascist nazis rather than fight for their freedom the,moslem takeover of france is little different german nazis have merely been replaced with moslem nazis islamofascism once a dhimmi always a dhimmi
14781418_gab,hatespeech,African,the nigger in the back is suppressing his laughter,the nigger in the,back is suppressing his laughter
26342460_gab,hatespeech,Islam,good moslem if only we can get them to do this before wives squat out shitlings,good moslem if only we can get them,to do this before wives squat out shitlings
15881782_gab,hatespeech,African,only degenerates which i am not might want to ask the delusional shitskin nazi <user>,only degenerates which i am not might,want to ask the delusional shitskin nazi <user>
20110849_gab,hatespeech,Jewish,breitbart is kike orientated fake news team trump,breitbart is kike orientated,fake news team trump
16672566_gab,hatespeech,African,japan does not have the problem of moslem terrorists rape gangs or negro gangsters ruining their country,japan does not have the problem of moslem,terrorists rape gangs or negro gangsters ruining their country
11788282_gab,hatespeech,African,a black man with a moslem name is an abeed,a black man with a,moslem name is an abeed
27058756_gab,hatespeech,Arab,anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking,anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does,not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking
5695445_gab,hatespeech,African,well then send some coon estrogen to my wife she turning more liberal breath by breath due to fake news i do not know how much more i can take hell between her and my two daughters hormones i have started growing breast tissue like pseudo naturally becoming bruce jenner,well then send some coon estrogen to my wife she turning more liberal breath by breath due to fake news i do not know how,much more i can take hell between her and my two daughters hormones i have started growing breast tissue like pseudo naturally becoming bruce jenner
1178854574683279360_twitter,hatespeech,Caucasian,<user> i fucking hate white liberals,<user> i fucking,hate white liberals
1177977240996499457_twitter,hatespeech,Homosexual,you niggas faggots putting you all hands on females,you niggas faggots putting,you all hands on females
20081043_gab,hatespeech,African,lebron keep talking you nigger monkey the more your kike masters put you out there to yack in ebonix the more white people will be repulsed by your nigger monkey demeanor and the more woke they will become you lost ohio for hillary by <number> points you nigger monkey,lebron keep talking you nigger monkey the more your kike masters put you out there to yack in ebonix the more white people will,be repulsed by your nigger monkey demeanor and the more woke they will become you lost ohio for hillary by <number> points you nigger monkey
19062595_gab,hatespeech,African,we went to the zoo to feed the niglet,we went to the,zoo to feed the niglet
25730290_gab,hatespeech,Hispanic,tfw how the daily stormer protects a spic like he some kind of god,tfw how the daily stormer protects a,spic like he some kind of god
13062338_gab,hatespeech,Hispanic,i was with it till i read the article and they put the spic ate tacos shoved down his throat he dead and a bunch of wasted tacos that will never be digested are just sitting in his stomach thanks tucker,i was with it till i read the article and they put the spic ate tacos shoved down his throat,he dead and a bunch of wasted tacos that will never be digested are just sitting in his stomach thanks tucker
20130934_gab,hatespeech,African,my family owned <number> but we also fought for the union i really wish they would make a real proposal for reparations at some point i would not be able to contain myself if once everything was calculated every nigger got like <money> 😂,my family owned <number> but we also fought for the union i really wish they would make a real proposal for reparations,at some point i would not be able to contain myself if once everything was calculated every nigger got like <money> 😂
23464495_gab,hatespeech,Homosexual,hey <user> ‍ where my hyde wars video about dykes buying cars,hey <user> ‍ where my hyde,wars video about dykes buying cars
14432295_gab,hatespeech,African,great two niggers one who shaves his hair line one that does not shave her hairline but does shave her facial hair that which makes the difference between a nigger and a monkey,great two niggers one who shaves his hair line one that does not shave her hairline,but does shave her facial hair that which makes the difference between a nigger and a monkey
1178876402944356353_twitter,hatespeech,African,cold pops nigga fuck with us this nigger bitch,cold pops nigga fuck,with us this nigger bitch
17552298_gab,hatespeech,African,jews got whites hooked on nigger culture,jews got whites,hooked on nigger culture
14912231_gab,hatespeech,African,it just going to go from one useless nigger to the next maybe the new one will have western backing and we can import refugees interesting to note that trump has been posting about game hunting in apefrica no doubt there behind the scene talks with the coup attempt,it just going to go from one useless nigger to the next maybe the new one will have western backing and we can import,refugees interesting to note that trump has been posting about game hunting in apefrica no doubt there behind the scene talks with the coup attempt
21078205_gab,hatespeech,Arab,<user> this nigga is now spamming me with his triggered responses lol why is he upset that i described sand nigger language sounds like pubes stuck in one throat let us not even kid ourselves,<user> this nigga is now spamming me with his triggered responses lol why is he upset that,i described sand nigger language sounds like pubes stuck in one throat let us not even kid ourselves
6900981_gab,hatespeech,Jewish,you jews have surpassed all nations in impertinent fables in bad conduct and in barbarism you deserve to be punished for this is your destiny voltaire in a reply to a letter sent to him by a kike complaining about his anti semitism,you jews have surpassed all nations in impertinent fables in bad conduct and in barbarism you deserve to be punished for,this is your destiny voltaire in a reply to a letter sent to him by a kike complaining about his anti semitism
27251442_gab,hatespeech,African,that nigger tariq nasheed better not show up to e3,that nigger tariq nasheed better,not show up to e3
21849756_gab,hatespeech,African,you nigger biches ain t ever gonna have straight white girl hair so cut da shit wit da horsehair weaves,you nigger biches ain t ever gonna have straight white,girl hair so cut da shit wit da horsehair weaves
15949439_gab,hatespeech,Women,shout out to <user> and her hairy brown unwashed curry stench hole hope you choke to death on a bad batch of vindaloo you loud mouthed uppity shitskin cunt you look like you stink like used menstrual pads and lentil beans,shout out to <user> and her hairy brown unwashed curry stench hole hope you choke to death on a bad,batch of vindaloo you loud mouthed uppity shitskin cunt you look like you stink like used menstrual pads and lentil beans
17631430_gab,hatespeech,Islam,transparency kinda like what the bisexual moslem nigger was hawking never delivered,transparency kinda like what the bisexual,moslem nigger was hawking never delivered
23109309_gab,hatespeech,Jewish,<user> ‍ fuck you faggot can not believe i ever listened to your garbage show also fuck you <user> ‍ you kike piece of shit,<user> ‍ fuck you faggot can not believe i ever listened to,your garbage show also fuck you <user> ‍ you kike piece of shit
12645179_gab,hatespeech,African,screw the cowgirls nigger bitches,screw the,cowgirls nigger bitches
26551816_gab,hatespeech,Islam,look who introduced theresa may to phillip may always a connection as to why paki muslims have raped with impunity g4s protects the grooming gangs that why tommy robinson has been imprisoned always a link,look who introduced theresa may to phillip may always a connection as to why paki muslims have,raped with impunity g4s protects the grooming gangs that why tommy robinson has been imprisoned always a link
25160111_gab,hatespeech,Islam,why would any self respecting camel piss guzzling moslem give lurch the horseface the time of day,why would any self respecting camel piss guzzling,moslem give lurch the horseface the time of day
15788400_gab,hatespeech,Jewish,trump during the election i will put clinton in jail trump after the election got all franken magafags yes huge success me you missed the fucking mark also when you going to deport the fucking illegals and halt immigration you kike owned bastard,trump during the election i will put clinton in jail trump after the election got all franken magafags yes huge success,me you missed the fucking mark also when you going to deport the fucking illegals and halt immigration you kike owned bastard
10521438_gab,hatespeech,African,court number one old bailey next year do you think you or any nigger perjurer will get away with it the white man marches on,court number one old bailey next year do you think you or,any nigger perjurer will get away with it the white man marches on
12211063_gab,hatespeech,African,spic nigger chink are just three examples,spic nigger chink,are just three examples
1178283991281086464_twitter,hatespeech,African,i am not the majical hefer that can save sucker boys from being chimp niggers they desperately search for titties to latch on to here a solution call me crazy stop being a sucker,i am not the majical hefer that can save sucker boys from being chimp niggers they desperately,search for titties to latch on to here a solution call me crazy stop being a sucker
5505215_gab,hatespeech,Islam,counter muslim tactics by wrapping a woollen scarf around ones head with only the eyes uncovered and claiming to be a member of the ancient order of scarfies when approached by bank or airport staff if large numbers of us did this where masked muzzies exist it could be interesting,counter muslim tactics by wrapping a woollen scarf around ones head with only the eyes uncovered and claiming to be a member of the ancient,order of scarfies when approached by bank or airport staff if large numbers of us did this where masked muzzies exist it could be interesting
22808088_gab,hatespeech,African,jews are parasites muslims are shit beaners suck and niggers are dumb and violent,jews are parasites muslims are shit beaners,suck and niggers are dumb and violent
20055826_gab,hatespeech,African,god dam i almost sneezed mah lung out i hope dis nigger air i am breathing ain t giving me aids,god dam i almost sneezed mah lung out i hope,dis nigger air i am breathing ain t giving me aids
25499620_gab,hatespeech,Arab,and fish smell sweaty in the raghead and body bags,and fish smell sweaty in,the raghead and body bags
18918814_gab,hatespeech,Jewish,dumb yid cunt but most people know that anyway,dumb yid cunt but,most people know that anyway
10474766_gab,hatespeech,African,stupid nigger posting unsecured link to known censors propagandists tom do not be retarded archive trash,stupid nigger posting unsecured link to known censors,propagandists tom do not be retarded archive trash
4015071_gab,hatespeech,Hispanic,i can barely go out into society anymore i basically just buy food from the beaner filled store pay all bills online then spend the day talking shit online like a coward what a life,i can barely go out into society anymore i basically just buy food from the beaner filled,store pay all bills online then spend the day talking shit online like a coward what a life
20728328_gab,hatespeech,Hispanic,4 ft tall beaner women still dispensing <number> beanlets per year each it ogre,4 ft tall beaner women still dispensing,<number> beanlets per year each it ogre
16575396_gab,hatespeech,African,black friends go do some more drugs with your nigger buddies you brain dead degenerate,black friends go do some more drugs,with your nigger buddies you brain dead degenerate
24066258_gab,hatespeech,African,news flash nigger africa is so racist,news flash nigger,africa is so racist
1178850677986074624_twitter,hatespeech,Refugee,<user> americans deserve justice we have homelessness out of control in cities murders in cities illegal aliens that have murdered and raped running around free in the country you democrats need to do your jobs p you will never win,<user> americans deserve justice we have homelessness out of control in cities murders in cities illegal aliens that have murdered,and raped running around free in the country you democrats need to do your jobs p you will never win
27320709_gab,hatespeech,African,de nigger shagger been on my shitlist for a long long time,de nigger shagger been on my,shitlist for a long long time
1178738581294256128_twitter,hatespeech,Other,<user> <user> libreal fb banned me for <number> days or a comment against that raghead congress terrorist illan omar i called her a terrorist and a diaperheaded hater of the usa i was banned from <date> <number> no freedom of speech on zuckermans fb unless you are a dumbocrat,<user> <user> libreal fb banned me for <number> days or a comment against that raghead congress terrorist illan omar i called her a terrorist,and a diaperheaded hater of the usa i was banned from <date> <number> no freedom of speech on zuckermans fb unless you are a dumbocrat
19662257_gab,hatespeech,Jewish,matt you are probably arguing with a kike they are what they accuse others of its a waste of time,matt you are probably arguing with a kike they are,what they accuse others of its a waste of time
22804233_gab,hatespeech,Jewish,trump is a clown white men need a leader trump fooled us just another anglo kike server,trump is a clown white men need a,leader trump fooled us just another anglo kike server
13071649_gab,hatespeech,Islam,if britain closed its borders2day moslems would still become a majority due2their high birthrates the only solution2the moslem problem is repatriation2their ancestral homelands at 1 st it can be tried on a voluntary basis with financial compensation4example but eventually they all must b told2 go,if britain closed its borders2day moslems would still become a majority due2their high birthrates the only solution2the moslem problem is repatriation2their ancestral,homelands at 1 st it can be tried on a voluntary basis with financial compensation4example but eventually they all must b told2 go
13102774_gab,hatespeech,Jewish,i am not attacking these people just their bizarre kike critical theory agenda against my country ultimately the nationalist position is so clearly superior that it will win out no matter what so there is no need to argue i am just shocked people actually believe this it weird,i am not attacking these people just their bizarre kike critical theory agenda against my country ultimately the nationalist position is so clearly superior,that it will win out no matter what so there is no need to argue i am just shocked people actually believe this it weird
24656359_gab,hatespeech,Jewish,you are a nobody kike faggot delta male emo bitch who gives a fuck enough about you to even try no one fucking twat,you are a nobody kike faggot delta male emo bitch who gives,a fuck enough about you to even try no one fucking twat
9743054_gab,hatespeech,African,no more racist than what you just said you know nothing and your nigger friends are useless,no more racist than what you just said,you know nothing and your nigger friends are useless
15764639_gab,hatespeech,African,it is not set up yet it for donations to my legal fund only i have not even enabled it there no bank account attached yet any more questions nigger lover lover,it is not set up yet it for donations to my legal fund only i have,not even enabled it there no bank account attached yet any more questions nigger lover lover
18230837_gab,hatespeech,African,you are retarded and do not know what reply mean or are a shitty troller suck a bag of nigger dicks faggot,you are retarded and do not know what reply mean or,are a shitty troller suck a bag of nigger dicks faggot
25534402_gab,hatespeech,Hispanic,i want my flying car instead of a nation full of beaners,i want my flying car instead,of a nation full of beaners
24133934_gab,hatespeech,African,the nigger deserves a punch in the face as well as hot coffee thrown in his face,the nigger deserves a punch in the face,as well as hot coffee thrown in his face
10911896_gab,hatespeech,African,suck that nigger dick you fucking faggot i absofuckinglutely hate what america has become goddamn white man get off your fucking knees,suck that nigger dick you fucking faggot i absofuckinglutely hate what,america has become goddamn white man get off your fucking knees
26182332_gab,hatespeech,Jewish,nah if you do that then we need to put all the statues in museums fuck this selective persecution horse shit if some scuzzy kike commie faggot emo antifa tries to damage our statues then it should be a <number> felony and they do <number> years or more,nah if you do that then we need to put all the statues in museums fuck this selective persecution horse shit if some scuzzy,kike commie faggot emo antifa tries to damage our statues then it should be a <number> felony and they do <number> years or more
25331279_gab,hatespeech,Jewish,remember <number> now with guns lolol if we are a minority did you count your zhid rats amount lol we can handle you as we did before,remember <number> now with guns lolol if we are a minority did you,count your zhid rats amount lol we can handle you as we did before
1923327_gab,hatespeech,Islam,<user> im not too worried about chinese migration its the mudslime one that bothers me,<user> im not too worried about chinese,migration its the mudslime one that bothers me
17737150_gab,hatespeech,Islam,well thanks greece really is my second home in a way i can only hope it returns to its glory and we one day live to see a third balkan war to rout the mudslimes out of our region for good,well thanks greece really is my second home in a way i can only hope it returns to its glory,and we one day live to see a third balkan war to rout the mudslimes out of our region for good
1178966416227090433_twitter,hatespeech,Islam,<user> <user> yes so moral of story is never make the moderate muzzie posterboy for hindus he will b as much a empty vessel as any other,<user> <user> yes so moral of story is never make the moderate muzzie,posterboy for hindus he will b as much a empty vessel as any other
20705945_gab,hatespeech,African,i did <number> years for shooting a nigger in the face every nigger i have ever called a nigger never does anything to my face i grew up like tarzan in the jungle boy been fighting niggers since i was <number>,i did <number> years for shooting a nigger in the face every nigger i have ever called a nigger never,does anything to my face i grew up like tarzan in the jungle boy been fighting niggers since i was <number>
15165717_gab,hatespeech,Jewish,you are doing a google search now to find out what the antiquity period was are not you hahaha pmsl kike,you are doing a google search now to find out,what the antiquity period was are not you hahaha pmsl kike
27037471_gab,hatespeech,Islam,the reichsvikings are cleaning up muzzie filth in tripoli to celebrate the passing of high crown authority law it only took thousands of gold in bribes to do it,the reichsvikings are cleaning up muzzie filth in tripoli to celebrate the passing of,high crown authority law it only took thousands of gold in bribes to do it
14197340_gab,hatespeech,Islam,<user> your a muzzy that murders kurds if your not a parody account,<user> your a muzzy that murders,kurds if your not a parody account
7835518_gab,hatespeech,Homosexual,christians stop being weak pussies stop putting up with people saying you are evil because some of the scripture makes dykes feel bad or that it outdated or the spanish empire or whatever jews and muslims are biblically cursed they do not and have never belonged in our countries,christians stop being weak pussies stop putting up with people saying you are evil because some of the scripture makes dykes feel bad or,that it outdated or the spanish empire or whatever jews and muslims are biblically cursed they do not and have never belonged in our countries
11220458_gab,hatespeech,Jewish,trump whacking cnn kike with a bat,trump whacking cnn,kike with a bat
13063661_gab,hatespeech,African,if there one thing i can not stand more then a nigger it a fuckin jew,if there one thing i can not stand,more then a nigger it a fuckin jew
1178648764250279937_twitter,hatespeech,Asian,<user> nah he could be a hindu brown or a ching chong gookboy or a mexican derivative,<user> nah he could be a hindu brown,or a ching chong gookboy or a mexican derivative
12526010_gab,hatespeech,African,oh right ok look i am obviously dealing with a fucking moron here so we will have to leave it at that you just keep believing in your blank slate theory bro maybe you can adopt some niglets and prove us all wrong,oh right ok look i am obviously dealing with a fucking moron here so we will have to leave it at,that you just keep believing in your blank slate theory bro maybe you can adopt some niglets and prove us all wrong
18516354_gab,hatespeech,Jewish,i do not silence anybody that kike shit not only do i not silence people i give them a voice on my open phones talk show the fact that there are so many people deserving of my scorn is a separate topic entirely,i do not silence anybody that kike shit not only do i not silence people i give them a voice on,my open phones talk show the fact that there are so many people deserving of my scorn is a separate topic entirely
19398091_gab,hatespeech,Jewish,you see one of the great things about finally just admitting the problem with jews is when you see anything they try to spout off you can automatically file it under deceptive kike trying to tear down society without even having to bother reading it,you see one of the great things about finally just admitting the problem with jews is when you see anything they try,to spout off you can automatically file it under deceptive kike trying to tear down society without even having to bother reading it
7083188_gab,hatespeech,Islam,as if venezuela did not have enough problems moslem vice prez lets more in,as if venezuela did not have enough,problems moslem vice prez lets more in
25007929_gab,hatespeech,African,we do not need anymore shit the shitskins can go live with their shitskin cousins,we do not need anymore shit the,shitskins can go live with their shitskin cousins
19385378_gab,hatespeech,Islam,well if traitor politicians do not want abuse they should stop being a bunch of thieving corrupt lying moslem cock sucking cultural marxist fucktards,well if traitor politicians do not want abuse they should stop being,a bunch of thieving corrupt lying moslem cock sucking cultural marxist fucktards
19292008_gab,hatespeech,African,we should subvert blacture and put up nigger crime statistics example black men commit over <percent> of the murders in the us while being only <percent> of the population blacture shining a light on black culture,we should subvert blacture and put up nigger crime statistics example black men commit over <percent> of the,murders in the us while being only <percent> of the population blacture shining a light on black culture
19892860_gab,hatespeech,African,one ex slave told interviewers in slavery times a poor white man was worse off than a nigger xvi i d rather be a nigger than a poor white man was a common saying among slaves,one ex slave told interviewers in slavery times a poor white man was worse off than a nigger,xvi i d rather be a nigger than a poor white man was a common saying among slaves
14472059_gab,hatespeech,African,are you suggesting that nigger women are somehow unattractive or that they fell out of the ugly tree and hit every branch on the way down datz rayciss but you do have a point there she even uglier than most sheboonz,are you suggesting that nigger women are somehow unattractive or that they fell out of the ugly tree and hit,every branch on the way down datz rayciss but you do have a point there she even uglier than most sheboonz
23001555_gab,hatespeech,Jewish,facebook is a like bank started by a lonely kike no one liked,facebook is a like bank started,by a lonely kike no one liked
14075812_gab,hatespeech,Islam,there no such thing as radical islam it just islam rape mass murder are part parcel of daily moslem life it their culture it who they are,there no such thing as radical islam it just islam rape mass murder,are part parcel of daily moslem life it their culture it who they are
20397206_gab,hatespeech,Jewish,and the kike reveals himself lol,and the kike,reveals himself lol
26368898_gab,hatespeech,Islam,huma is a muzrat spy married to a congressman and advising killary,huma is a muzrat spy married,to a congressman and advising killary
18184820_gab,hatespeech,African,i love nigger cock adolf hitler,i love nigger,cock adolf hitler
6144966_gab,hatespeech,African,right away the nigger goes to muh dik should be legal to decorate the city lampposts with these stupid animals,right away the nigger goes to muh dik should be,legal to decorate the city lampposts with these stupid animals
20563432_gab,hatespeech,Hispanic,that dumbass spic was destined to lose,that dumbass spic,was destined to lose
25180786_gab,hatespeech,African,hell no definitely not the first time you know your name by now i am sure of that even a fucking chimp would know it name by now i would assess your capabilities somewhere between average dindu nigger and the chimpanzee,hell no definitely not the first time you know your name by now i am sure of that even a,fucking chimp would know it name by now i would assess your capabilities somewhere between average dindu nigger and the chimpanzee
22500380_gab,hatespeech,Homosexual,oh i know that but they were not whiny little faggots can you belive i got banned for calling mayor of london a pakemon im certain a european muslim cunt is in charge of policing my account becasue american pakis are not offended by calling them paki,oh i know that but they were not whiny little faggots can you belive i got banned for calling mayor of london a,pakemon im certain a european muslim cunt is in charge of policing my account becasue american pakis are not offended by calling them paki
21872587_gab,hatespeech,Other,ahhahahahaahahahah the madman did it mccabe goose is cooked until some shitskin activist judge overturns it all but still,ahhahahahaahahahah the madman did it mccabe goose is cooked,until some shitskin activist judge overturns it all but still
25852431_gab,hatespeech,Jewish,a kike applauding a kike sympathizer virtue signaling shill it takes a brave man to do this lol,a kike applauding a kike sympathizer virtue signaling shill,it takes a brave man to do this lol
24027595_gab,hatespeech,African,but bro what about that based female nigger general trump hired friggin based man,but bro what about that based female,nigger general trump hired friggin based man
25572783_gab,hatespeech,Hispanic,trump makes them strip off their masks but is this a case of trump pushing them to the left on they are simply of the left controlled opposition bill c said the same things as trump about immigration but the only wetback he wanted deported was elian gonzales,trump makes them strip off their masks but is this a case of trump pushing them to the left on they are simply of,the left controlled opposition bill c said the same things as trump about immigration but the only wetback he wanted deported was elian gonzales
