ID	target	implied_statement
635185953158492161	Minorities	Minorities are un-American
920795999647363072	Minorities	Minorities ruin society
898270220569235461	Muslims	Muslims are subversives
908874092702552065	Progressives	Progressives are in opposition to the white race.
820304086054694912	white men	White men date Asian women.
718291467995869184	Progressives	Progressives are anti-white
814146001816559616	Jews	Jews hate whites
788183399060111360	White People	White people are superior
568170941802360832	white people	White people are dying out.
824564434710310912	Indians	Indians look down on women.
864333850096279556	Minorities	Minorities don't belong in America.
900239109146521600	non-white people	non-white people are unaccomplished
914771901200896000	Jews	Jews are weak.
740743908372553728	Liberals	Liberals are racist.
829716380786237441	jews	jews are inferior
697613710685155328	Arabians	Arabians are racist.
852258927240658944	Immigrants	Immigrants place whites in jeopardy.
858389276026949633	Illegal crop migrants	Migrants are illegally growing crops
900159807000375297	Minorities	Minorities are lower classes of people.
721035538506104832	Minorities	Minorities are degenerate
871036953654775808	Jews	Jews are conspiring
28914143598	white people	White people are superior.
649619593300938752	Germans	Germans are violent.
719021722620440578	blacks	blacks abort their babies
550719733255766016	socialists	socialism is bad
666189466361462784	Jews	Jews promote hatred of whites.
404679465524932608	black people	Black people are violent.
724243113527676928	Social justice warriors	Social justice warriors demand white genocide.
623689735605608449	Minorities	Minorities promote racism.
905215945030991873	Minorities	Minorities are second-class citizens.
899966223076782081	Immigrants	Immigrants destroy countries.
709030710397558785	black lives matter	Black Lives Matter is a hate group.
246830829794373632	Black people	Black people are targeting white people
921258492693905409	Conservatives	Conservatives are controlling
285547102170394624	Black people	Black people destroy their homes and the homes of those around them
382921237254508544	Minorities	Minorities are the lesser races
459288175995670528	Christians	Christians are ignorant
803620739333009408	Muslims	Muslims aren't white.
897143774073298944	white people	White people are racists.
877984729487814656	Jews	Jews are not white
600395988331843584	Muslims	Muslims don't belong in the White House.
282563915567726592	white women	White women are being raped and killed.
568589387719577601	Minorities	Minorities are trying to wipe out the white race.
912923276602683392	white people	White people are safe.
671712966656454657	Jewish people	Jewish people control all the money.
439900228531924992	white people	White people need to stick together.
897333555985997825	Jews	Jews lower other races down.
872924657086869504	gender crisis people	People who have gender identity crisis don't exist.
890626158768791552	jews, iraqis	rapists, murderers
826831071975190529	Blacks	Blacks destroy their own countries
838062389115437057	white people	White people are superior.
800495161486643200	non-white people	non-white people are inferior
938676418438823936	Iranians	Iranians are a substandard people.
821393695094079489	white people	White people are good.
638853133884596224	whites	whites are violent
903643412926222336	Minorities	Minorities are inferior.
843766271862747136	Jews	Jews control the media.
925134378363125760	Minorities	Minorities are second class citizens
848326855723712512	minorities	minorities are hypocrites
428190899793690624	Jews	Jews exaggerate their oppression
623277897118257152	Illegals	Illegals are killers.
892929738955730949	white folks	whites are not racists
827617955471093764	Muslims	Muslims hate non-Muslims
659463668049031168	Black people	Black people are needy
893544397085622272	White people	White people are all the same
917808512125865989	Black people	Black people are coddled
755109998770921473	Iranians	Iranians consider Jews infidels
292313661484187649	Immigrants	Immigrants are inferior
610204972957986816	Minorities	Minorities are inferior
282524009533411328	Blacks	Blacks are incapable of self-governance
860991104774283268	Progressives	Progressives are dishonest
829898736583180288	People of color	People of color are allowed to love their race but white people are not
568585230828711936	white people	White people are the best race.
375095434709958656	non-white people	non-white people are oppressors
896003443931848705	Blacks	Blacks are hypocrites
213705758460755968	Blacks	Blacks are conniving criminals.
618524876622704640	Liberals	Liberals are weak and spineless.
323136036404350977	white people	White people are superior.
732715746250235904	Muslims	Muslims are violent and racist
136071776882016256	Muslims	Muslims are hateful.
704950686761525248	Blacks	Blacks are murderers
920100580147843073	Minorities	Minorities are less than whites
666005462526111744	Leftists	Leftists are killing out the white race
898655540267667457	white people	White people need to fight for their rights.
904945183938273281	white people	White people are superior.
854749548622774278	Conservatives	Conservatives are ignorant.
850342283211931648	Illegal immigrants	Illegal immigrants are less than citizens.
908361939230666752	Jews	Jews are not white.
761886122020569088	Immigrants	Immigrants are criminals
908443974297423873	Minorities	Minorities want to wipe out the white race
804143451386298368	Blacks	Blacks are not self-governing
555247927023509504	black folks	black folks are violent
766335807280078848	Blacks	Blacks are low class
880046305686560769	white people	White people are killed.
923592253276413952	white people	White people are dying out.
357710971516633088	white people	White people should die.
897369034467024898	Blacks	Blacks shame others to manipulate them
778313126982877184	Muslims	Muslims foster violence
925149584724299777	Minorities	Minorities look to the destruction of white culture.
942908421824794624	Muslims	Muslims are subversive
489852559461322753	Isralis	Israelis are violent.
850043141914865664	southerners	Southerners are bad people.
890673204976537600	non-white people	non-white people are worthless
871558877283835904	white people	White people don't have freedom of speech.
785974946988187648	Democrats	Democrats are conniving and dishonest.
279568529672523776	non-white people	non-white people are oppressors
903475908564066305	whites	whites are smeared with hate speech
927294057881235456	white people	White people made the USA.
816096002977435649	non-white people	non-white people are genetically inferior
284813542400606209	Blacks	Blacks are terrible at governance
834122898499567617	white people	White people don't marry Jews.
880776932257923072	Southern poverty law center	mislabel pro lifers
734920458785591296	Jews	Jews are manipulative and deceitful
474599866534871040	Jews	Jews are controlling
915583665861734400	white men	White men are the majority.
273126200245891072	black people	Black people want to kill white people.
901122700701188096	Minorities	Minorities are substandard races
884553449706319872	Liberals	Liberals encourage white shame
896880667094659072	Whites	Whites promote aggression towards minorities.
638593089423192064	white people	White people are superior.
907407747276210177	white people	White people are the future.
657401469902000128	Muslims	Muslims believe in using children as slaves.
658389552340537344	Muslims	Muslims are killers
402920298665615360	non-white people	Non-white people are invaders.
902780625870049280	white people	white people are not allowed to be proud of their race.
443037605270024192	Blacks	Blacks are dangerous
895478584038391808	White people	White people are white supremacists
463329998342860801	People of color	People of color think they're better than white people
898280457875464192	Rich people	Rich people are cowards
845072328224456704	Illegals	Illegals degrade society
938149734631591938	Minorities	Minorities are subpar races
469179156371369984	white people	White people should be proud of themselves.
643647971700051968	Minorities	Minorities are inferior races
799065141023121408	Jews	Jews are dishonest
924666545162346496	white person	anti-whites will demonize any white person
739280528398946304	old people	Old people don't make sense.
12194215591	Illegals	Illegals don't contribute
546684980198666241	Minorities	Minorities are brutal and savage to whites.
849952767133315072	Muslims	Muslims want to take over the world.
921893628838064129	Minorities	Minorities want to harm whites.
523666727280726016	Minorities	Minorities are substandard races
851131199506587648	Black folks	Black folks have to be disrespected
285575340439515136	Blacks	Blacks want to be subservient to whites.
920437112545136640	Blacks	Blacks are hypocrites
910207293626732545	white people	White people need to unite.
889282774359838720	white people	White people are supremacists.
914823662871699456	liberals	liberals hate the white race
831543623971905537	Jews	Jews are exploitative
916732057870569477	non-white people	non-white people are terrorists
534107691304878080	white people	White people practice incest.
921763633331306496	Black people	Black people are complainers
778889851491934208	Liberals	Liberals exclude conservatives
896245326302064641	White people	White people think they are special.
935216518262116352	Minorities	Minorities are dishonest
771480231475449856	Illegal immigrants	Illegal immigrants bring down a country's culture.
923585163182989312	Whites	Whites are racists and bigoted.
741674216001404928	Jews	Jews are liars.
899020093283115008	non-white people	non-white people are inferior
946436301355737088	Immigrants	Immigrants are invaders
884139772423184384	white people	White people always assume things.
91188842614358017	Islamic people	Islamic people are terrorists.
912500636838617089	Feminists	Feminists are at war with whites
297122834277335040	Minorities	Minorities are substandard races
806389887280840704	Minorities	Minorities are second class races.
918585058012876803	Minorities	Minorities use violence for their own purposes
901237911223504896	Non-whites	Non-whites stalks Whites.
897635719241453568	Minorities	Minorities promote double-standards.
917852441156227073	Mexicans	Mexicans should go back to Mexicans.
900419548293332992	Blacks	Blacks are violent criminals.
918943665145483270	media	Media hates Europeans.
343314772588105728	white women	White women are beautiful.
934922075155980289	Minorities	Minorities are looking to wipe out the white race.
750531859038208005	white people	White people should be in charge.
752590614366154752	Muslims	Muslims are trying to take over America
716511012715823104	Jews	Jews should be considered white
919179006431330304	Jews	Jews are degenerates
936686249234100225	people of color	People of color want to get rid of white people
902198230171123713	whites	whites are racists
917575477027622913	White men	White men are degenerate bigots
923617992012980224	Minorities	Minorities are inferior.
900431144801402880	Jews	Jews are dishonest
549964179407646720	White people, protestants	White people and protestants are evil and not welcoming to jewish people or catholic people
879116732496986113	Jews	Jews are hypocrites
629872233205215232	Black people	Black people are killers
812177174530703362	Blacks	Blacks are assailing the white race.
835611179091386368	Minorities	Minorities have been attacking white america.
855146221912109057	Minorities	Minorities are vicious
188625861359054849	Minorities	Minorities want to destroy the white race
933937045319200768	Blacks	Blacks are just as racist as white racists
788466501582028800	illegals	Illegals are ruining America.
928344833449656320	Conservative men	Conservative men are weak and feminine
801282808664719360	Spanish And Mexicans	Spanish and Mexicans are not White
324230652453089281	whites	whites are racists
613280466771312640	white people	White people think they are better than everyone else.
882987088181944322	Blacks	Blacks are second class citizens.
473875568295817216	Minorities	Minorities want to kill off whites
900808636292714496	White people	White people are all racists
538514207705399296	black people	Black people hate white people.
899714831132930048	non-white people	non-white people are a threat
203339557725417472	Minorities	Minorities are less than the white race.
907632938363314176	white people	White people are in danger.
587680707574661120	black people	Black people are racist.
734931583879118848	Immigrants	Immigrants are stupid
917566481776435201	Illegal immigrants	Illegal immigrants are lazy
937161782484926464	Minorities	Minorities are untrustworthy
506580597792182272	Minorities	Minorities are taking over society
240503710738960384	Minorities	Minorities are criminals
892861005994373120	Liberals	Liberals don't think blacks are bad.
781530752760418304	immigrants	Immigrants are hurting white countries.
741348577604046853	Black people	Black people want to destroy white culture
727737919910379520	Immigrants	Immigrants are substandard.
269296255430189057	Immigrants	Immigrants are trying to take power from whites.
849243258022760448	white people	White people are civilized and beautiful.
761522210209161216	Muslims	Muslims are against other religions.
134072568138305537	Minorities	Minorities are not competent
897908228834684928	non-white people	non-white people are hypocrites
746911812038189058	Jews	Jews are evil
382827832407109632	Jews	Jews look to take power.
855207746337157121	Blacks	Blacks rape whites
938107706405253126	Christians	Christians are ignorant
624330294393376772	conservatives	Conservatives like a white America.
939862405240238080	Women	Women want to end white culture.
911284937634074625	Illegal immigrants	Illegal immigrants rape people.
880670353709838336	Jews	Jews are inferior
780208134279327744	white people	White people should help other white people.
865530922417782785	non-white people	non-white people are unaccomplished
645370268811141120	black people	Black people don't like white people.
465564358001819648	white people	White people are good mothers.
894604187262083072	white people	White people are priveleged.
702583953664794624	Non-white people	Non-white people want to rape white women.
900343390121861120	non-white people	non-white people should segregate
928335400749367299	Liberals	Liberals are communists
919698179565559808	Gays	Gays are aberrant.
836702086335184898	Muslims	Muslims don't like Jews.
651610800113643520	Muslims	Muslims promote lynching to counter crime
737854786943340544	Minorities	Minorities are less than whites.
915604965816758273	white people	White people are defenseless.
874623573322862598	Islamic people	Islamic people are trying to kill other people.
846803119103234049	Blacks	Blacks are barbarous
894038360238510080	Immigrants	Immigrants are a burden
736073775335100418	white Christians	White Christians are the only people good for the nation.
355624759494578176	Immigrants	Immigrants are violent
555354929691234304	Muslims	Muslims are terrorists.
905145758847991808	Whites	Jews, Hispanics and mulattoes are white
921432270703157248	People of color	People of color aren't needed and are inferior to white people
892639453780377600	white people	White people are liars.
505162969647681538	Illegal immigrants	Illegal immigrants are trying to take over.
698258885308764160	black people	Black people can't run America alone.
672874832061726720	Progressives	Progressives exclude whites
946190667998466048	white people	White people are racist.
319679366265204736	Islamic people	Islamic people don't know how to dress.
900952992823689220	non-white people	Non-white people are savages.
829741592302936064	Immigrants	Immigrants are inferior
426161650475880448	White people	White people want to be segregated from people of color
432477348450271232	white people	White people are trash.
842449646895095808	Whites	Whites are inferior.
891439008412086273	Minorities	Minorities are looking to destroy the white race
277665743661846528	white people	White people don't like Indians.
228181662142431232	Jews	Jews are all white
481088954939473920	Minorities	Minorities are wiping out the white race.
184109665108504579	Muslims	Muslims are hateful
941740891462565888	Black people	Black people are stupid
286786202424729601	Jews	Jews are enemies
932362495288778752	Immigrants	Immigrants are hurting America.
344406235434586112	South Africans	South Africans hate white people.
756324535868219392	Liberals	Liberals are greedy
456938985147731968	Immigrants	Immigrants are overpopulating the planet.
649077225321435137	non-white people	non-white people are inferior
904317924281802752	Asian people	Asian people want to eliminate white people
887115087970021376	white police	white police attack blacks
922918768036126720	Jews	Jews don't like whites.
900237829489401856	Minorities	Minorities are hypocritical
882069244200050688	Blacks	Blacks blame whites incessantly
817411199985807360	non-whites	Non-whites are racist.
903426597222567936	Black people	Black people are violent
826973888189849600	non-white people	non-white people are inferior
901302837736386560	white people	White people are dying out.
713813375034257409	Muslims	Muslims hate hindus.
708800221115977728	Minorities	Minorities are anti-white
731153680007757825	Muslims	Muslims are rapists.
377979025379315712	Progressives	Progressives are anti-white.
859851910316208129	Minorities	Minorities are substandard people
287640346073116672	Islamic people	Islamic people are evil
822155472996302850	White people	White people are racists
901425832966578176	non-white people	non-white people are oppressors
912318204755636224	Minorities	Minorities need whites to lead them
840285949221326848	Jews	Jews don't like white people.
940362217278595072	Blacks	Blacks are given unfair advantages
74428436923424768	Israelis	Israelis hate white Americans
884009696604151810	white people	White people are priveleged.
375807074896072704	Black people	Black people are violent
901103456240402432	White people	White people don't all owe their success to owning slaves
519298557711360000	white people	White people are dying out.
780979114174013440	Jews	Jews think they are white.
784912900800581632	Minorities	Minorities are inferior
755856176332627968	White people	White people are superior to other races
834851309073342464	non-white people	non-white people are inferior
756576188890550273	Jewish people	Jewish people wanted to eradicate the Germans
356114747428569088	Black Folks	Black Folks burn White Communities
711557911483260928	white people	White people founded the US.
894050970631581696	Blacks	Blacks rape whites
342709065757110273	non-white people	non-white people are a threat
825273227056328704	Minorities	Minorities are less than whites
827317556155346944	cops	cops are inherently evil
899870488100454400	Minorities	Minorities are less than whites.
725620900754821121	Minorities	Minorities want to destroy the white race.
703032835964276736	Minorities	Minorities are inferior to whites
895189927713026048	Liberals	liberals don't like white people
877668838053093376	Muslims	Muslims are killers
800487282671173632	black people	Black people don't like white people.
770443779924959233	Minorities	Minorities are substandard people
266961858987163648	Black people	Black people are violent killers
797070133747322884	Blacks	Blacks are violent and aggressive.
556868957383446530	Minorities	Minorities are second class.
854843627071090688	Minorities	Minorities are less than whites.
734010376011026432	Liberals	Liberals don't like white men.
468840602361397248	Southerners	Southerners are dishonest.
853787414757859330	Antifa members	Antifa members are violent.
694268278605160450	white people	White people shouldn't have guns.
838292637543124992	white people	White people make America safer.
774389853416984577	white people	White people are in danger.
899310031195316224	Muslims	Muslims kill innocent people
935612227901624328	white folks	whites are racists
930085173252648960	Whites	Whites are causing the problems in the world.
499032193155731459	Blacks	Blacks ruin their own communities
924506032541495296	Minorities	Minorities are substandard people.
914904550598938624	whites	whites are racists
450011499088453632	non-white people	non-white people want to replace whites
836698776848891904	white people	White people aren't allowed to have their own schools.
843185497975472131	LGBTQ people	LGBTQ people are not normal
751614851932237825	muslims	Muslims are terrorists.
896773144966565890	Blacks	Blacks promote white guilt
62628946474303489	Minorities	Minorities are subpar humans
278901685684928512	Blacks	Blacks are inferior
932363485685649408	white people	White people are racist.
904002283297497089	Minorities	Minorities are coddled
848565216019226624	white people	White people harbor hate.
897938258214043652	Conservative males	Conservative males are inadequate.
831673353236799488	Minorities	Minorities are less than whites
461552810601889793	Minorities	Minorities are inferior
930080467797397504	immigrants	immigrants are changing America
461956730587336704	Jewish people	Jewish people are racists and rich
864979096811577344	Blacks	Blacks are inferior to whites.
709075808908873728	Progressives	Progressives are aggressive and hostile
939757415976677376	white people	White people are being hurt by the media.
549999668323573760	Blacks	Blacks are morally superior
898196819410341888	Minorities	Minorities degrade society
937051454027771904	Journalists	Journalist hate whites
800656908046794752	Illegal immigrants	Illegal immigrants should leave the country.
829767905956896768	White people	White people are superior.
846932162158837760	White nationalism	White nationalism is better than Jewish nationalism.
525738549555896320	white people	White people trade slaves in Israel.
889292857609256961	Black people	Black people dilute the gene pool
913466134409576448	white people	White people are born to be racist.
639147750861443072	Blacks	Blacks promulgate racism and hostility.
766094979081113600	white people	White people are superior.
897888036939235328	conservative whites	conservative whites are anti-women
918908279463522310	immigrants	Immigrants should stay out of the U.S.
926320549214777344	Minorities	Minorities are substandard people
785782904458715136	religious people	Religious people are misogynists.
883075309372936193	Minorities	Minorities are less than whites
689261121518178304	non-white people	non-white people are unimportant
859179328654802944	Minorities	Minorities attack white culture
627718917415391232	Americans	Americans are racists
879315335639420928	White people	White people are guilty of the crimes of their ancestors
913493331501600769	white people	White people are scared.
831895318929104897	white people	White people are dying out.
645824541650894848	white people	White people are stronger than other people.
457566470256742400	Muslims	Muslims are arrogant
797885385955151872	Blacks	Blacks are violent and dangerous
216319506522443776	non-white people	non-white people are inferior
900797648462123008	White people	White people are violent and shoot up buildings/meetings
926977658608500736	Muslims	Muslims are killers.
680285973276528640	Blacks	Blacks commit most of the crime.
917480456211320832	white people	White people hate themselves.
896078170826227716	Progressives	Progressives foster the annihilation of the white race
341311789444759553	Jews	Jews hate white people.
923627858542522369	white folks	white supremacy
844317519204794369	white people	White people deserve a good future.
904809933413257216	Jews	Jews oppress white people
836768889023434753	Immigrants	Immigrants are inferior
660053485434609664	non-white people	non-white people are inferior
901574911155617793	white people	White people are racists.
885986070386679808	White people	White people are superior to other races
173881834818633728	Conservatives	Conservatives are ignorant
750049333429493761	Minorities	Minorities have no rights to be true citizens.
854860162926039041	Mexicans	Mexicans are devious and sneaky
896528680947789825	Jews	Jews are devious
632312958173884416	Jews	Jews hate white people
901074848083922944	Blacks	Blacks promote hatred
330099453228896256	Muslims	Muslims are killers.
883088113664503808	Minorities	Minorities are selfish
872220685413867524	Illegals	Illegals are dishonest.
934895318944108544	Progressives	Progressives are substandard human beings
731512015060127744	Conservatives	Conservatives are incompetent
760634344884932608	Liberals	Liberals are against whites.
573327908770582528	Muslims	Muslims are jihadists
681935266542694402	Journalists	Journalists promote child rape
900442138978242561	Minorities	Minorities are trying to take over.
903277382085345280	non-white people	non-white people are inferior
554038951552778240	Immigrants	Immigrants have invaded America
638125328150491136	white people	White people are racist.
910557502214955009	white people	White people need to survive.
893654071395090432	Minorities	Minorities are inferior to whites
805572316562395136	Minorities	Minorities are hypocrites
884139184595664897	white people	white people are terrorists
732268953137860608	Jews	Jews are hateful to each other.
923321175194861568	Black people	Black people are criminals
861360305410060293	Whites	Whites foster hatred
692092097516580864	Muslims	Islam is not a race
856874537664876546	white people	White people are liars.
925172778038452224	Minorities	Minorities are less than whites
500383201114988544	Black Panthers	Black Panthers are racist.
391983827176132608	black people	Black people are violent.
742076264329154560	Christians	Christians are hate groups.
923623442695385088	Minorities	Minorities are less than whites
939508356330508288	Minorities	Minorities are lower class.
690644605080068096	whites	Whites need Jews to lead them.
842186970218418176	Jews	Jews are second class citizens
937129029328670727	white people	White people need to unite.
769310217817522177	Minorities	Minorities are inferior
945406017524944896	Minorities	Minorities are substandard.
471443472709611520	Whites	Whites are racist
852340158833856513	white people	White people don't care about their welbeing.
837273651804319744	Jews	Jews don't like Christians.
656118403191721986	Minorities	Minorities are inferior people
682045733818732544	Muslims	Muslims are dangerous.
837146142274027520	white people	White people are not diverse.
707098807763218432	Muslims	Muslims assault whites
618494869938438144	Gays	Gays do not follow God's plan.
675386139377709056	Republicans	Republicans are hateful to minorities and liberals
796568626463576064	Black people	Black people are criminals
637449570947993602	Minorities	Minorities are subpar races
913085953308229633	non-white people	non-white people are enemies
659052199830405120	white people	White people are trying to survive.
805339678375231488	Blacks	Blacks kill whites
528661429642362880	Muslims	Muslims are out to murder people.
713561193928073216	immigrants	Immigrants are enemies.
934075702936264704	White people	White people are superior.
155827562810052608	Minorities	Minorities want to eliminate the white race
924711719070584834	Black people	Black people are criminals
657645352904953857	Muslims	Muslims are trying to take over the world.
772771330680770560	Older Whites	Older Whites are ignorant
278639508524769280	Blacks	Blacks cannot survive without whites
844568740918366208	Muslims	Muslims degrade a country.
680027730109444096	Jews	Jews don't like Muslims
865920611679436801	Muslims	Muslims want to eliminate non-muslims
553957902151852032	Islamic followers	Islamic followers are violent
458478973715222528	Liberals	Liberals blame whites.
903100243293593601	Marxists	Marxists don't like white people.
464444313930194944	Progressives	Progressives push white guilt
754146954305613826	non-white people	non-white people should be segregated
879021795961188353	Minorities	Minorities are trying to crowd out whites.
945519903947112448	White people	WHite people supporting White people is termed as hate towards non-whites
918425155508023296	minorites	minorities are inferior
903848802221670400	Minorities	Minorities are weak.
915680854957060096	Minorities	Minorities are lower than whites.
864175608233897984	Illegals	Illegals take advantage economically.
900238671756046337	Intellectuals	Intellectuals are dishonest about whites
936518905895575552	white people	White people are evil.
900166516049453056	Whites	Whites are cowards
870001324154277888	non-white people	non-white people are dangerous
607626988791013376	Muslims	Muslims don't belong in the White House.
551623429246312448	Pakistanis	Pakistanis are terrorists
37923627814887424	Islamic people	Islamic people hate Jews.
839553683314466816	"""they"" (group is not specified)"	"""they"" attack moral values"
900825991559426050	black people	Black people are killed more than white people.
896055386297450496	Leftists	Leftists are subpar human beings
889298159071092739	Minorities	Minorities are hypocrites
585784730529959936	cops	Cops kill black people.
900958512489963520	non-white people	Non-white people are jealous of whites.
720681607422722048	black men	Black men love overweight white women.
924096154853285889	Minorities	Minorities oppress whites
822102549717221376	fair complected people	Fair complected people are white trash.
630743023589179392	white people	White people are a minority.
831532715824574465	Islamic people	Islamic people are criminals.
863436912136245251	Minorities	Minorities want to exclude Whites.
918324749813424128	Immigrants	Immigrants are inferior
841705329318596612	Minorities	Minorities have taken over government.
679774502289563649	Minorities	Minorities steal white culture
841128972230381568	white people	White people belong in America.
753806556697767936	Muslims	Muslims are racist.
880551368771031040	Latinos	Latinos deal drugs.
543863805789233152	white people	White people are good for America.
939548096492654592	Whites	Whites are a substandard race.
841076170871324672	white people	White people think that they are better than everyone else.
906164985348358148	Immigrants	Immigrants are criminals
906181157821313024	non-white people	non-white people are inferior
842056180381962241	People of color	People of color want to get rid of white people
802376936588775425	Muslims	Muslims are a problem.
584113799487234051	white people	White people are proud of their heritage.
639152823817605120	Blacks	Blacks hate whites
890785070671306752	Blacks	Blacks are inferior
543472474952712192	white people	White people are scared of illegals.
936410731725053957	whites	anti white discrimination
668312262755643392	Whites	Whites try to control foreigners
768907700050726913	Blacks	Blacks are racist.
913574024835424256	Minorities	Minorities are less than whites.
901368367784710144	White people	White people are killers.
170180665952833538	Minorities	Minorities are second class people
214419659846455297	Minorities	Minorities are in favor of white extermination.
590947332159578112	Blacks	Blacks target whites for extermination
946766115002372097	Minorities	Minorities get special privilege.
922946006118830081	white people	White people should be proud.
749112957158563841	non-white people	non-white people are violent
191675058056470529	Illegal aliens	Illegal aliens have too many rights.
844004697866362881	Jews	Jews are not white
913918170687209473	white people	White people are racists.
674617070668136448	Islamic people	Islamic people are killers.
923937489403990017	Minorities	Minorities are pushing out whites
623837968881582080	white people	White people are useless
643505308946534402	Muslims	Muslims are hateful
789069857736232960	Jews	Jews hate white people.
919422418896252934	Russians	Russians hate minorities.
847646936899264512	Jews	Jews run the world.
750399975234887684	Muslims	Muslims are subversive
778379896884072449	Jews	Jews are not white
915485276809695232	Muslims	Muslims are hypocrites
709598409452298241	old white people	Old white people don't like black people.
892579328080306176	Muslims	Muslims steal from whites.
847903671069409281	brown people	brown people are bad and hate white people who are good.
794275352101031936	People of color	People of color want white people to die out
315192592637759488	white people	White people are in danger.
930230338332364800	Black people	Black people are hypocritical about police violence
673614352277241856	Muslims	Muslims are rapists.
210817107502436352	Progressives	Progressives are racist towards whites.
667077663056490496	White people	white people are superior to other races
891995990173118464	Minorities	Minorities bring down the white race.
847966128257118208	Mainstream christians	Mainstream christians are weak.
918950147853307904	Muslims	Muslims are out to kill whites.
832473360546172930	non-white people	non-white people are a threat
778335919090888704	Blacks	Blacks aid terrorism
809503372717895680	Illegal immigrants	Illegal immigrants bring down societies
705158319485227008	Conservative jews	Conservative jews loathe whites.
917471498096476162	Democrats	Democrats are anti-white
656518721070985216	illegals	Illegals are against real Americans.
815030621395423232	Christians	anti- religious sentiment
486892952443027458	Jews	Jews are inferior
808899153640247296	Minorities	Minorities take over society
856873843318763523	Whites	Whites are morally questionable.
811671182831337472	non-white people	non-white people are conspiring
882291372233023488	white Christians	White Christians are racist.
809218625081110528	Anti-whites	Anti-whites are sad.
810099368036601856	Muslims	Muslims are a threat
723408517147697153	Minorities	Minorities are inferior to whites.
329182635496718336	white women	White women are being raped and killed.
940681089265397761	Albanians	Albanians are discriminated against
938172717681070087	Minorities	Minorities want to destroy the white race.
482388282639007744	Muslims	Muslims kidnap Kurds.
772928974171365376	muslims	Muslims don't get censored.
885243958741413888	Liberals	Liberals are stupid
863788537770106881	non-white people	non-white people are dangerous
898997931008638976	white people	White people are better than other people.
901492770984079360	Jews	Jews despise whites
920059013496176641	Minorities	Minorities want to abolish the white race.
704002152239407104	Jewish people	Jewish people want to eradicate white people
881243130976251904	blacks	blacks are angry
850163009049681920	white people	white people deserve to be safe.
762175742201499648	Muslims	Muslims are killed because of religious beliefs
550978073600860160	Blacks	Blacks are second class.
906204930263867392	Immigrants	Immigrants are freeloaders
866840991403094016	white Liberals	White Liberals are bad people.
912994476435677184	whites	whites are racists
911401185730379776	Chinese guards	Chinese guards destroyed certain cultural revolution.
891391953899724800	white people	White people are priveleged.
924652386806845441	Minorities	Minorities exclude whites
709230158817976320	Minorities	Minorities are the lower races.
906923201078468608	Jews	Jews are less than whites.
862787302950666240	pro-white people	Pro-white people are labeled as racist.
632300663674769408	Jews	Jews are evil
917596911766446081	non-white people	non-white people are inferior
865775636777811968	non-white people	non-white people should stay separate
549221770520428544	Muslims	Muslims are violent
371168509562077184	Blacks	Blacks degrade society
872195137073545221	Muslims	Muslims are killers.
945694925844135941	white people	White people are the only people that care about white people.
796746049616576512	Minorities	Minorities are less than whites
909171836440674304	Minorities	Minorities are inferior
832133199530561537	Immigrants	Immigrants are second class citizens
897947768655716352	non-white people	non-white people are hypocrites
809432701010931712	islamic	Islamic people hate others.
822819729836490753	White people	White people are not racially inclusive
798152810940362752	Muslims	Muslims hate the French
898964725345558529	Conservative males	Conservative males are weak-willed
904176662492807168	Indigenous people	Indigenous people are inferior to Asian people
933032451450003457	white people	white people are all the same
920366695478312960	Minorities	Minorities are subpar human beings.
816716371098824704	Progressives	Progressives are hypocrites.
884187630770024449	blacks	Blacks started slavery.
521789709635575808	Muslims	Muslims look towards global domination.
589864381627924480	white people	White people like fried chicken.
394886325137965056	Illegals	Illegals think they are above the law.
729672777632874496	conservatives	conservatives are not masculine
923665848274948096	non-white people	non-white people are oppressors
438026153865908224	black people	Black people are violent.
846106158624485376	Jews	Jews are deceptive
425036407204106240	white people	white people are being threatened
899816923684384769	Black people	Black people are not smart
835976205581045761	People of color	People of color don't like white people
888415097709899778	non-whites	Non-whites hate white people.
807581464858480640	Jews	Jews are liars.
896435734055329792	Minorities	Minorities are aggressive and violent
670065200201129984	white people	White people are trash.
898269978574696448	Jews	Jews hate white leftists
490233426784440320	Minorities	Minorities are inferior to the white race
784180030456799232	White people	White people are dying out.
935311034486685696	People of color	People of color are inferior to white people
836092834834870272	Liberals	Liberals blame whites
371305059214053376	Muslims	Muslims are racist.
895052885758791682	white people	White people die from overdosing.
298114188579061761	Minorities	Minorities have overtaken cities.
747741054498127872	Muslims	Muslims are given special treatment
844982360420573184	Illegals	Illegals are rapists
699806024400633856	Jews	Jews are greedy
710563593201123328	Muslims	Muslims have an inferior faith.
847901506351374343	colored people	Colored people want to be oppressed.
923394284920827904	conservatives	Conservitives want to wreck the country.
252567814408372224	Jews	Jews hold themselves to different standards than others.
631326807866773504	Blacks	Blacks destroy their own communities
655063800102567936	White people	White people are decreasing
664739603677597696	Jews	Jews are stupid
863462469464977408	white people	white people are inferior
900246215878725632	white people	White people are dying.
772997379767214080	Jews	Jews are liars
750831875787075584	journalists	Journalists don't like white people.
871799518723002368	Black people	Black people are racist
938201089412947968	Minorities	Minorities are less than white people.
548857960118501377	Blacks	Blacks are looking to destroy whites.
794422821296304128	Jews	Jews run everything.
915587039655063555	Minorities	Minorities are taking over.
724292061495595008	black people	Black people have more kids than white people.
